"","Organisation name","Sub-building Name","Building Name","Number","Primary Thorfare","Alt Thorfare","Secondary Thorfare","Locality","Townland","Town","County","Postcode","x-coordinates","y-coordinates","Primary Key"
"206360",NA,NA,NA,"6","ROSSEDEN DRIVE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",269024,422115,206360
"206371",NA,NA,NA,"67","ROSE PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490BF",268809,421556,206371
"206372",NA,NA,NA,"4","ROSSEDEN DRIVE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",269025,422131,206372
"206397",NA,NA,NA,"41","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268515,423130,206397
"206596",NA,NA,NA,"15","GORTNARNEY ROAD",NA,NA,NA,"DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490PZ",273782,416669,206596
"210842",NA,NA,NA,"13","BEECH ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PR",272071,417222,210842
"212709",NA,NA,NA,"75","AGHANLOO ROAD",NA,NA,NA,"GLEBE","LIMAVADY","LONDONDERRY","BT490HY",268414,427586,212709
"212753",NA,NA,NA,"15","TERRYDREMONT ROAD",NA,NA,NA,"TERRYDREMONT SOUTH","LIMAVADY","LONDONDERRY","BT490NL",269905,418244,212753
"213016","FOYLE HSS TRUST","UNIT D","ROE VALLEY HOSPITAL","24B","BENEVENAGH DRIVE",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT499EU",267646,422768,213016
"213047",NA,"FLAT 10","ROE FOLD",NA,"MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EL",266961,423295,213047
"213050",NA,NA,NA,"77","NEW LINE ROAD",NA,NA,NA,"LEEKE","LIMAVADY","LONDONDERRY","BT499NJ",266489,416138,213050
"213078",NA,NA,NA,"5","GREYSTONE ROAD",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490UR",267608,422391,213078
"213245",NA,NA,NA,"70","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AU",267178,422227,213245
"213246",NA,NA,NA,"42","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AU",267202,422279,213246
"213284",NA,NA,NA,"35","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AT",267294,422239,213284
"213286",NA,NA,NA,"96","ALEXANDER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BP",267429,423363,213286
"213454",NA,NA,NA,"15","DONALD'S WAY",NA,NA,"NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AZ",267450,422483,213454
"213633",NA,NA,NA,"25","DANNY BOY PLACE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UH",268905,422257,213633
"213672",NA,NA,NA,"32","PLANTATION ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT499HX",268572,422981,213672
"213680",NA,NA,NA,"58","KNOCKANBAAN",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UL",268657,423113,213680
"213704",NA,NA,NA,"11","KNOCKANBAAN",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UL",268671,422861,213704
"213740",NA,NA,NA,"10","PETRIE PLACE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GB",268760,422441,213740
"213956",NA,"UNIT C",NA,"1","AGHANLOO ROAD",NA,NA,"AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HE",268347,425654,213956
"213988",NA,NA,NA,"5","RAILWAY COTTAGES",NA,NA,NA,"CARROWCLARE","LIMAVADY","LONDONDERRY","BT499NU",263700,427041,213988
"214072",NA,NA,NA,"13","GLENLEA PARK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RR",267762,421730,214072
"214080",NA,NA,NA,"57","ENAGH PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267937,421935,214080
"214103",NA,NA,NA,"123","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268303,423083,214103
"214151",NA,NA,NA,"17","LOMOND ROAD",NA,NA,NA,"LOMOND","LIMAVADY","LONDONDERRY","BT499DZ",265487,426076,214151
"214267",NA,NA,NA,"16","PLANTATION ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT499HX",268597,422915,214267
"214321",NA,NA,NA,"81","DUNCRUN ROAD",NA,NA,NA,"DUNCRUN","LIMAVADY","LONDONDERRY","BT490JD",268463,432103,214321
"214337",NA,NA,NA,"21","CURRAGH ROAD",NA,NA,"BALLYSCULLION","DUNCRUN","LIMAVADY","LONDONDERRY","BT490LE",268096,432939,214337
"214364",NA,NA,"MILLENAMORE HOUSE","420A","SEACOAST ROAD",NA,NA,NA,"LENAMORE","LIMAVADY","LONDONDERRY","BT490LD",267328,433032,214364
"214380",NA,NA,NA,"86","ALEXANDER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BP",267373,423401,214380
"214481",NA,NA,NA,"37","SHORE AVENUE",NA,NA,NA,"CARROWCLARE","LIMAVADY","LONDONDERRY","BT499EE",263502,427827,214481
"214524",NA,NA,NA,"92","BALLYAVELIN ROAD",NA,NA,NA,"BALLYNAHERY","LIMAVADY","LONDONDERRY","BT490QB",271381,421594,214524
"214749",NA,NA,NA,"22","DAIRYVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490DZ",268727,422347,214749
"214754",NA,NA,NA,"50","KILLANE ROAD",NA,NA,NA,"KILLANE","LIMAVADY","LONDONDERRY","BT490DN",267774,423694,214754
"214911",NA,NA,NA,"27","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NY",268053,422351,214911
"214973",NA,NA,NA,"2","EVENTIDE GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AX",267421,422553,214973
"214985",NA,NA,NA,"11","RATHBEG DRIVE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490BB",267577,422595,214985
"214986",NA,NA,NA,"42","ALEXANDER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BW",267461,423284,214986
"214988",NA,"APARTMENT J",NA,"4","LODGE COURT",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EY",266908,423190,214988
"214999",NA,NA,NA,"15","GREYSTONE ROAD",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490ND",267988,422421,214999
"215000",NA,NA,NA,"63","KILLANE ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DJ",267842,423664,215000
"215030",NA,NA,NA,"86","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QE",268229,421516,215030
"215031",NA,NA,NA,"3","GLENMILL PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RS",267653,421971,215031
"215032",NA,NA,NA,"33","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268475,421902,215032
"215051",NA,NA,NA,"15","MCCURRY WALK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GD",268626,422510,215051
"215055",NA,NA,NA,"162","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AP",267354,422384,215055
"216057",NA,NA,NA,"11","DAISY DRIVE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490DX",268856,422171,216057
"216144",NA,NA,NA,"Nov-14","DEMESNE PLACE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HG",266899,423171,216144
"216211",NA,NA,NA,"164","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268295,422032,216211
"216372","DEBORAH  MC ILREAVY",NA,NA,"3","RATHBUAN BUSINESS PARK",NA,"GREYSTONE ROAD",NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490PB",268629,423081,216372
"216379",NA,NA,NA,"28A","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",267014,423191,216379
"216459",NA,NA,NA,"38","SCROGGY ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490NA",267837,422849,216459
"216470",NA,NA,NA,"4","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AU",267310,422362,216470
"216471",NA,NA,NA,"8","BALLYMORE AVENUE",NA,NA,NA,"BALLYMORE","LIMAVADY","LONDONDERRY","BT499LG",267039,419524,216471
"216482",NA,NA,NA,"23","CASTLE GARDENS",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SD",268340,422903,216482
"216483",NA,NA,NA,"41","ENAGH PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267903,421941,216483
"216509",NA,NA,NA,"316A","DRUMSURN ROAD",NA,NA,NA,"DRUMGAVENNY UPPER","LIMAVADY","LONDONDERRY","BT490PX",273508,415987,216509
"216516","R J PATTISON NUTT & SONS LTD",NA,NA,"42","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",267073,423280,216516
"216543",NA,NA,NA,"11","ROSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490BF",268799,421689,216543
"217225",NA,NA,NA,"32","DRUMACHOSE MEWS",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490UJ",267823,422488,217225
"217299",NA,NA,NA,"14","PETRIE PLACE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GB",268715,422450,217299
"217310",NA,NA,NA,"1","PETRIE PLACE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GB",268838,422431,217310
"218138",NA,NA,NA,"9","SCRIGGAN ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DH",268032,423641,218138
"218139",NA,NA,NA,"113","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SG",268092,422616,218139
"218149",NA,NA,NA,"25","CASTLE GARDENS",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SD",268352,422893,218149
"218150",NA,NA,NA,"16","WHISPERING PINES",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UB",268970,422405,218150
"218166",NA,NA,NA,"112","DUNCRUN ROAD",NA,NA,NA,"LOWER BALLYLEIGHERY","LIMAVADY","LONDONDERRY","BT490JF",268951,432242,218166
"218181",NA,NA,NA,"55","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490TN",268413,421861,218181
"218182",NA,NA,NA,"10","MCQUILLAN PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BQ",268447,422550,218182
"218221",NA,NA,NA,"5","BOLEA PARK",NA,NA,NA,"KILLYBREADY","LIMAVADY","LONDONDERRY","BT490SH",271356,425785,218221
"218232",NA,NA,NA,"68","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268690,421700,218232
"218238",NA,NA,NA,"94","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268221,422115,218238
"218273",NA,NA,NA,"13","ANDERSON PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RH",268252,422410,218273
"218394",NA,NA,NA,"33","JANES VALLEY",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490EH",268556,422235,218394
"219233",NA,NA,NA,"2","BEECH ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PR",271915,417187,219233
"219243","MCATAMNEY BUTCHERS",NA,NA,"10","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AD",267152,423048,219243
"219316",NA,NA,NA,"10","NEWTON ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UD",268633,422827,219316
"219366",NA,NA,NA,"147","BOLEA ROAD",NA,NA,NA,"BOLEA","LIMAVADY","LONDONDERRY","BT490QU",271802,425980,219366
"219511","LOUISE CLARKE","UNIT A","FLEMING HOUSE","5","CONNELL STREET CAR PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490DB",267141,423243,219511
"219746",NA,NA,NA,"25","PLANTATION VIEW",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UX",268829,422994,219746
"219893",NA,NA,NA,"110","CARROWCLARE ROAD",NA,NA,NA,"CARROWCLARE","LIMAVADY","LONDONDERRY","BT499EB",263738,427324,219893
"220020",NA,NA,NA,"10","LILAC AVENUE",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490HS",268000,425031,220020
"220070",NA,NA,NA,"4","ROEALLEN HAVEN",NA,"BALLYAVELIN ROAD",NA,"ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NE",268591,420086,220070
"220137",NA,NA,NA,"1","BARLEYHILL",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490FH",268431,421689,220137
"220356",NA,NA,NA,"100","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AN",267291,422604,220356
"220357",NA,NA,NA,"21","DUNMORE PLACE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AN",267335,422635,220357
"220578",NA,NA,NA,"40","NEW LINE ROAD",NA,NA,NA,"BALLYDARROG","LIMAVADY","LONDONDERRY","BT499NF",264346,417625,220578
"220662",NA,NA,NA,"14","BROIGHTER GARDENS",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GH",268831,422516,220662
"220861",NA,NA,NA,"75","DRUMAVALLY",NA,NA,NA,"DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267086,432902,220861
"220868",NA,NA,NA,"25","OUGHTYMOYLE AVENUE",NA,NA,NA,"OUGHTYMOYLE","LIMAVADY","LONDONDERRY","BT490JZ",266896,431766,220868
"220875",NA,NA,NA,"3","LIMESTONE ROAD",NA,NA,NA,"DUNCRUN","LIMAVADY","LONDONDERRY","BT490LB",267253,432748,220875
"220997",NA,NA,NA,"5","DUNCRUN ROAD",NA,NA,NA,"CLAGAN","LIMAVADY","LONDONDERRY","BT490JD",267048,430804,220997
"221007",NA,NA,NA,"51","LILAC AVENUE",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490JU",268035,425082,221007
"221008",NA,NA,NA,"5","LILAC AVENUE",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490HS",268057,425022,221008
"221014",NA,NA,NA,"8","GRANNAGH PARK",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490JR",267896,425143,221014
"221210",NA,NA,NA,"66","TARTNAKILLY ROAD",NA,NA,NA,"GLACK","LIMAVADY","LONDONDERRY","BT499NA",262085,418741,221210
"221220",NA,NA,NA,"42","GORTEEN CRESCENT",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EW",267442,421863,221220
"221221",NA,NA,NA,"34","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EA",267285,423179,221221
"221222",NA,NA,NA,"10","SCROGGY PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DE",267609,423104,221222
"221223",NA,NA,NA,"22","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SF",267969,422797,221223
"221225",NA,NA,NA,"5","ROE MILL WALK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BJ",266967,422759,221225
"221227",NA,NA,NA,"8","BENBRADAGH AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AR",267367,422567,221227
"221228",NA,NA,NA,"49","KILLANE ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DJ",267724,423587,221228
"221230",NA,NA,NA,"4","ANNADALE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BW",267052,422843,221230
"221231","LIMAVADY GLASS COMPANY",NA,NA,"20","NEWTOWNE SQUARE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490FL",267005,423156,221231
"221232",NA,NA,NA,"47","GORTEEN CRESCENT",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EW",267487,421877,221232
"221233",NA,NA,NA,"16","KEADY WAY",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AU",267488,422512,221233
"221234",NA,NA,NA,"31","EDENMORE ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490NG",268295,422414,221234
"221235",NA,NA,NA,"19","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QF",268083,421499,221235
"221236",NA,NA,NA,"58","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268090,422261,221236
"221237",NA,NA,NA,"27","BENEVENAGH DRIVE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AH",267460,422684,221237
"221238",NA,NA,NA,"45","ALEXANDER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BW",267474,423264,221238
"221239",NA,NA,NA,"8","RATHBEG DRIVE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490BB",267591,422573,221239
"221241",NA,NA,NA,"36","LARGY ROAD",NA,NA,NA,"LARGY","LIMAVADY","LONDONDERRY","BT499LH",268138,418848,221241
"221242",NA,NA,NA,"19","GLENROE WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RU",267730,421809,221242
"221243",NA,NA,NA,"28","JOSEPHINE AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BA",267149,422477,221243
"221245",NA,NA,NA,"107","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268381,423181,221245
"221246",NA,NA,NA,"122","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SJ",268152,422190,221246
"221251",NA,NA,NA,"4","GLENLEA PARK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RR",267718,421784,221251
"221252",NA,NA,NA,"140","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SJ",268191,422182,221252
"221253",NA,NA,NA,"94","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SG",268217,422602,221253
"221254",NA,NA,NA,"6","DEMESNE PLACE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HG",266876,423196,221254
"221257",NA,NA,NA,"25","SCROGGY ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490NA",267797,422772,221257
"221260",NA,NA,NA,"57","BURNALLY ROAD",NA,NA,NA,"FARLOW","LIMAVADY","LONDONDERRY","BT499DP",265165,424285,221260
"221263",NA,NA,NA,"48","JOSEPHINE AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BA",267193,422472,221263
"221264",NA,NA,NA,"170","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SJ",268275,422200,221264
"221265",NA,NA,NA,"78","EDENMORE PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RG",268275,422266,221265
"221267",NA,NA,NA,"6","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AU",267301,422357,221267
"221268",NA,NA,NA,"50","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AN",267197,422940,221268
"221269",NA,NA,NA,"33","EDENVALE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RF",268491,421981,221269
"221270",NA,NA,NA,"59","JANES VALLEY",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490EH",268566,422310,221270
"221271",NA,NA,NA,"17","ROSSEDEN PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490PQ",268949,422061,221271
"221274",NA,NA,NA,"1","WHISPERING PINES",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UB",268964,422332,221274
"221275",NA,NA,NA,"18","WHISPERING PINES",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UB",268966,422409,221275
"221277",NA,NA,NA,"4","GREENVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490HN",268746,421948,221277
"221278",NA,NA,NA,"19","ANDERSON PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RH",268271,422385,221278
"221279",NA,NA,NA,"13","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268503,423100,221279
"221281",NA,NA,NA,"36","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268050,422286,221281
"221282",NA,NA,NA,"45","SPERRIN ROAD",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AS",267388,422414,221282
"221283",NA,"FLAT 21","BENEVENAGH FOLD","102","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EF",267390,422968,221283
"221284",NA,"FLAT 3","BENEVENAGH FOLD","102","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EF",267390,422968,221284
"221286",NA,NA,NA,"14","DAIRYVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490DZ",268739,422316,221286
"221287",NA,NA,NA,"8","EDENMORE PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RG",268430,422231,221287
"221288",NA,NA,NA,"118","ROE MILL ROAD",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BG",267120,422319,221288
"221289",NA,"FLAT 9",NA,"163-165","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AR",267295,422406,221289
"221290","JEANIUS",NA,NA,"69","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267120,423272,221290
"221291",NA,NA,NA,"3","ROSENDALE AVENUE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490AE",268865,421860,221291
"221297",NA,NA,NA,"71","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490TN",268476,421830,221297
"221298",NA,NA,NA,"53","JOSEPHINE AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BA",267231,422433,221298
"221299",NA,NA,NA,"15","CRAWFORD SQUARE",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BZ",267637,423417,221299
"221303",NA,NA,NA,"22","DRUMRANE ROAD",NA,NA,NA,"MULLAGH","LIMAVADY","LONDONDERRY","BT499LB",266425,421247,221303
"221328",NA,NA,NA,"6","CLOVERVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BG",268646,422197,221328
"221499",NA,NA,NA,"31","MOYS ROAD",NA,NA,NA,"MOYS","LIMAVADY","LONDONDERRY","BT499NQ",264899,417245,221499
"221507",NA,NA,NA,"267","DRUMSURN ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PP",271838,417103,221507
"221520",NA,NA,NA,"22","POLLYS BRAE ROAD",NA,NA,NA,"LARGY","LIMAVADY","LONDONDERRY","BT499LL",267030,418106,221520
"221545",NA,NA,NA,"109","GORTNAGROSS ROAD",NA,NA,NA,"MAINE SOUTH","LIMAVADY","LONDONDERRY","BT490PS",272241,415432,221545
"221553",NA,NA,NA,"5","RUSHIE PARK","P핱RC NA LUACHRA",NA,NA,"DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490LS",272070,417306,221553
"221934",NA,NA,NA,"105","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QQ",268256,421481,221934
"221996",NA,NA,NA,"10","DOWLAND ROAD",NA,NA,"FRUITHILL","KILLANE","LIMAVADY","LONDONDERRY","BT490HP",268078,423878,221996
"222070",NA,NA,NA,"12","O'CAHAN WAY",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499DG",267335,421689,222070
"222087",NA,NA,NA,"57","COOLESSAN WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EN",267516,421887,222087
"227040",NA,NA,NA,"8","PLANTATION VIEW",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UX",268805,422968,227040
